numero_processo;classe;assuntos;municipio;data_ajuizamento;data_ajuizamento_hora;ultima_atualização_hora;formato;codigo;orgao_julgador;ultima_atualizaçao
7,94E+16;Termo Circunstanciado;Agrotóxicos;Novo Progresso;18/11/2014;11:28:08;11:00:49;Físico;7,94E+16;VARA CRIMINAL DE NOVO PROGRESSO;16/10/2024 00:00
1,67E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;16/10/2008;02:50:41;09:50:36;Eletrônico;1,67E+16;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,02E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;18/10/2021;13:00:35;10:10:36;Eletrônico;8,02E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
1,83E+16;Procedimento Comum Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;17/11/2008;06:03:03;11:00:41;Eletrônico;1,83E+16;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,01E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;21/07/2020;09:55:41;05:03:56;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;09/10/2024 00:00
3,46E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;08:24:07;15:41:35;Físico;3,46E+15;VARA CÍVEL DE NOVO PROGRESSO;15/10/2024 00:00
3,12E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;08:06:03;17:30:38;Eletrônico;3,12E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
8,01E+18;Carta Precatória Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;18/06/2021;10:45:07;08:50:07;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
1,07E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/07/2011;02:23:50;11:20:19;Eletrônico;1,07E+16;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
1,66E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;16/10/2008;02:33:15;14:40:18;Físico;1,66E+16;VARA CÍVEL DE NOVO PROGRESSO;08/10/2024 00:00
1,57E+16;Procedimento Comum Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;03/10/2008;03:30:00;05:31:55;Físico;1,57E+16;VARA CÍVEL DE NOVO PROGRESSO;09/10/2024 00:00
3,45E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;08:18:11;14:16:48;Físico;3,45E+15;VARA CÍVEL DE NOVO PROGRESSO;16/10/2024 00:00
8,01E+18;Carta Precatória Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;10/06/2021;11:25:47;18:51:38;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;10/01/2025 00:00
3,30E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;06/02/2008;11:04:56;15:31:32;Eletrônico;3,30E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
3,50E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;09:18:32;15:31:34;Eletrônico;3,50E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
3,47E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;09:11:46;16:02:29;Eletrônico;3,47E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,23E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;02/08/2011;07:12:32;16:40:52;Eletrônico;1,23E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
3,14E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;09:02:12;17:10:09;Eletrônico;3,14E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,23E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;02/08/2011;07:07:17;15:10:10;Eletrônico;1,23E+16;VARA CÍVEL DE NOVO PROGRESSO;03/02/2025 00:00
8,01E+18;Carta Precatória Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;03/05/2021;06:35:00;09:20:48;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,02E+18;Procedimento Comum Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;04/11/2021;11:50:23;11:20:03;Eletrônico;8,02E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
1,27E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;04/08/2011;03:43:53;08:20:35;Eletrônico;1,27E+16;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,03E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;Novo Progresso;07/06/2021;12:30:48;09:50:12;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
1,63E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;14/10/2008;09:28:02;09:50:40;Eletrônico;1,63E+16;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,03E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:13:28;10:10:26;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,02E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;Novo Progresso;12/05/2021;09:56:16;10:20:43;Eletrônico;8,02E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
3,51E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;09:30:32;14:50:08;Físico;3,51E+15;VARA CÍVEL DE NOVO PROGRESSO;08/10/2024 00:00
1,56E+16;Cumprimento de sentença;Obrigação de Fazer / Não Fazer;Novo Progresso;03/10/2008;02:56:24;15:53:46;Físico;1,56E+16;VARA CÍVEL DE NOVO PROGRESSO;14/10/2024 00:00
1,79E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;14/11/2008;03:33:59;12:00:11;Físico;1,79E+16;VARA CÍVEL DE NOVO PROGRESSO;15/10/2024 00:00
1,78E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;13/11/2008;08:56:21;21:12:22;Físico;1,78E+16;VARA CÍVEL DE NOVO PROGRESSO;15/10/2024 00:00
8,01E+18;Carta Precatória Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;12/04/2022;10:07:40;02:57:35;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;16/10/2024 00:00
1,63E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;14/10/2008;09:25:19;10:41:49;Físico;1,63E+16;VARA CÍVEL DE NOVO PROGRESSO;16/10/2024 00:00
8,01E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:11:46;19:54:29;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;07/01/2025 00:00
6,58E+15;Procedimento Comum Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;31/05/2011;05:21:35;18:47:22;Físico;6,58E+15;VARA CÍVEL DE NOVO PROGRESSO;10/01/2025 00:00
3,49E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;13/02/2008;15:02:53;16:41:41;Eletrônico;3,49E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,22E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;02/08/2011;06:50:09;16:51:34;Eletrônico;1,22E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,23E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;02/08/2011;07:49:43;17:20:27;Eletrônico;1,23E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,70E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;24/10/2008;03:30:05;17:50:46;Eletrônico;1,70E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,13E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;27/07/2011;07:05:36;18:01:12;Eletrônico;1,13E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
5,28E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;02/05/2011;05:20:36;18:30:09;Eletrônico;5,28E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,83E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;17/11/2008;06:25:50;11:40:47;Eletrônico;1,83E+16;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,01E+18;Procedimento Comum Cível;Flora;Novo Progresso;16/10/2020;06:47:27;12:00:09;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,01E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:15:55;12:40:19;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,03E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:18:26;08:30:06;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,01E+18;Procedimento Comum Cível;Flora;Novo Progresso;15/10/2020;12:46:19;09:10:26;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
1,23E+16;Cumprimento de sentença;Obrigação de Fazer / Não Fazer;Novo Progresso;02/08/2011;07:53:56;10:30:30;Eletrônico;1,23E+16;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,03E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:05:36;11:00:52;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
2,01E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;28/10/2011;04:39:56;21:30:46;Eletrônico;2,01E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,13E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;27/07/2011;06:55:06;22:40:46;Eletrônico;1,13E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;Novo Progresso;26/05/2021;11:19:51;19:55:18;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;07/01/2025 00:00
3,18E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;09:44:50;18:10:39;Físico;3,18E+15;VARA CÍVEL DE NOVO PROGRESSO;10/01/2025 00:00
1,63E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;15/10/2008;02:42:14;11:50:17;Eletrônico;1,63E+16;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,03E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;12:57:18;10:20:06;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
1,56E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;03/10/2008;03:05:44;18:30:06;Eletrônico;1,56E+16;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
5,22E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;28/02/2008;10:06:34;18:50:34;Eletrônico;5,22E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
1,85E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;05/02/2010;07:31:35;19:00:25;Eletrônico;1,85E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
3,15E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;09:22:24;20:00:29;Eletrônico;3,15E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
3,49E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;30/05/2008;04:23:08;19:50:39;Físico;3,49E+15;VARA CÍVEL DE NOVO PROGRESSO;10/01/2025 00:00
6,59E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;31/05/2011;05:49:16;15:30:35;Eletrônico;6,59E+15;VARA CÍVEL DE NOVO PROGRESSO;28/01/2025 00:00
3,13E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;Novo Progresso;22/01/2014;08:55:44;12:20:36;Físico;3,13E+15;VARA CÍVEL DE NOVO PROGRESSO;08/10/2024 00:00
8,04E+18;Procedimento Comum Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;09/09/2021;09:05:28;11:41:11;Eletrônico;8,04E+18;VARA CÍVEL DE NOVO PROGRESSO;15/10/2024 00:00
8,02E+18;Procedimento Comum Cível;Obrigação de Fazer / Não Fazer;Novo Progresso;20/10/2021;09:12:25;13:09:42;Eletrônico;8,02E+18;VARA CÍVEL DE NOVO PROGRESSO;15/10/2024 00:00
8,03E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:13:28;10:10:26;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,01E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:11:46;19:54:29;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;07/01/2025 00:00
1,70E+16;Ação Civil Pública;Flora;Novo Progresso;24/10/2008;03:57:35;19:47:40;Físico;1,70E+16;VARA CÍVEL DE NOVO PROGRESSO;10/01/2025 00:00
8,01E+18;Procedimento Comum Cível;Flora;Novo Progresso;16/10/2020;06:47:27;12:00:09;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,01E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:15:55;12:40:19;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,03E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:18:26;08:30:06;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,01E+18;Procedimento Comum Cível;Flora;Novo Progresso;15/10/2020;12:46:19;09:10:26;Eletrônico;8,01E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,03E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;13:05:36;11:00:52;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
1,58E+16;Ação Civil Pública;Flora;Novo Progresso;03/10/2008;04:04:06;13:09:29;Físico;1,58E+16;VARA CÍVEL DE NOVO PROGRESSO;16/10/2024 00:00
8,03E+18;Procedimento Comum Cível;Flora;Novo Progresso;22/10/2020;12:57:18;10:20:06;Eletrônico;8,03E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
4,97E+16;Termo Circunstanciado;Poluição;Novo Progresso;06/06/2016;07:39:53;20:41:38;Físico;4,97E+16;VARA CRIMINAL DE NOVO PROGRESSO;15/10/2024 00:00
8,02E+18;Carta Precatória Cível;Revogação/Anulação de multa ambiental;Novo Progresso;18/04/2022;07:14:37;10:31:16;Eletrônico;8,02E+18;VARA CÍVEL DE NOVO PROGRESSO;08/10/2024 00:00
8,07E+18;Procedimento Comum Cível;Unidade de Conservação da Natureza;Novo Progresso;16/08/2024;07:00:37;08:20:26;Eletrônico;8,07E+18;VARA CÍVEL DE NOVO PROGRESSO;02/03/2025 00:00
8,01E+18;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;09/09/2021;09:57:21;13:20:23;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;12/07/2021;08:02:10;08:31:38;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/11/2024 00:00
8,01E+18;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;07/07/2021;08:59:26;12:00:32;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/12/2024 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;07/07/2021;08:34:44;13:01:47;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;03/02/2025 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;20/10/2021;11:34:40;12:20:38;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,00E+18;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;22/01/2025;21:40:13;16:20:25;Eletrônico;8,00E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;03/02/2025 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;05/07/2021;08:02:51;03:16:19;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;16/10/2024 00:00
8,02E+18;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;22/06/2023;15:28:20;10:30:22;Eletrônico;8,02E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/12/2024 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;05/07/2021;07:39:26;13:34:09;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;03/02/2025 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;12/07/2021;08:34:05;12:00:35;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,02E+18;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;21/06/2023;14:35:42;19:54:19;Eletrônico;8,02E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;07/01/2025 00:00
6,80E+16;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;08/08/2016;08:31:28;20:10:32;Eletrônico;6,80E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
8,02E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;11/11/2021;16:17:03;13:01:37;Eletrônico;8,02E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;03/02/2025 00:00
8,68E+16;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;30/08/2019;09:43:51;15:00:28;Eletrônico;8,68E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;02/07/2021;08:16:14;09:40:19;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/12/2024 00:00
1,01E+16;Cumprimento de sentença;Indenização por Dano Ambiental;São Félix do Xingu;31/08/2012;09:25:31;16:11:11;Eletrônico;1,01E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
9,76E+16;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;01/11/2016;07:49:02;20:00:57;Eletrônico;9,76E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;12/07/2021;07:30:31;11:41:10;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;03/02/2025 00:00
8,01E+18;Procedimento Comum Cível;Indenização por Dano Ambiental;São Félix do Xingu;09/09/2021;10:09:33;16:32:30;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;15/10/2024 00:00
6,80E+16;Ação Civil Pública;Indenização por Dano Ambiental;São Félix do Xingu;08/08/2016;08:31:28;20:10:32;Eletrônico;6,80E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
8,00E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;16/02/2020;10:59:41;11:30:25;Eletrônico;8,00E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,00E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;21/05/2020;16:41:05;09:20:43;Eletrônico;8,00E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/12/2024 00:00
8,01E+18;Procedimento Comum Cível;Obrigação de Fazer / Não Fazer;São Félix do Xingu;04/11/2021;11:42:18;20:00:20;Eletrônico;8,01E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;07/01/2025 00:00
9,17E+16;Alvará Judicial - Lei 6858/80;Obrigação de Fazer / Não Fazer;São Félix do Xingu;09/10/2019;10:00:51;15:50:52;Eletrônico;9,17E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
1,90E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;21/02/2019;06:57:20;16:01:39;Eletrônico;1,90E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
1,84E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;11/01/2017;11:16:49;17:20:07;Eletrônico;1,84E+15;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
1,88E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;20/02/2019;07:52:05;18:20:50;Eletrônico;1,88E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
1,88E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;11/01/2017;11:45:30;18:50:18;Eletrônico;1,88E+15;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
9,75E+16;Cumprimento de sentença;Obrigação de Fazer / Não Fazer;São Félix do Xingu;07/11/2018;09:39:07;19:00:06;Eletrônico;9,75E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
4,57E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;11/05/2017;06:21:46;19:30:16;Eletrônico;4,57E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
3,55E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;24/03/2017;09:33:06;20:50:31;Eletrônico;3,55E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
1,89E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;21/02/2019;05:57:21;22:00:37;Eletrônico;1,89E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
1,86E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;20/02/2019;06:16:50;22:30:38;Eletrônico;1,86E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;21/02/2019;05:47:33;23:10:40;Eletrônico;;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
8,00E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;23/01/2020;08:49:45;08:40:08;Eletrônico;8,00E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,00E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;21/05/2020;16:52:37;12:50:13;Eletrônico;8,00E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,00E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;16/04/2021;12:29:11;12:50:25;Eletrônico;8,00E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
1,89E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;21/02/2019;07:44:20;11:20:35;Eletrônico;1,89E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
4,57E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;11/05/2017;05:36:22;11:40:18;Eletrônico;4,57E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,00E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;21/05/2020;15:06:03;15:40:45;Eletrônico;8,00E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;03/02/2025 00:00
1,19E+17;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;10/12/2019;06:40:19;09:50:39;Eletrônico;1,19E+17;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
1,86E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;11/01/2017;11:41:37;09:50:41;Eletrônico;1,86E+15;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
1,90E+15;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;11/01/2017;12:07:39;10:20:57;Eletrônico;1,90E+15;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;02/03/2025 00:00
8,00E+18;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;23/01/2020;09:28:29;18:46:51;Eletrônico;8,00E+18;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;10/01/2025 00:00
1,89E+16;Ação Civil Pública;Obrigação de Fazer / Não Fazer;São Félix do Xingu;21/02/2019;06:36:58;15:30:32;Eletrônico;1,89E+16;VARA CIVIL E EMPRESARIAL DA COMARCA DE SÃO FELIX DO XINGÚ;28/01/2025 00:00
